#Assembly	Genome Center name	RefSeq Accession.version	GenBank Accession.version	NCBI name
Cliv_1.0	scaffold325	NW_004973510.1	KB375625.1	GPS_001989419.1
Cliv_1.0	scaffold360	NW_004973511.1	KB375626.1	GPS_001989420.1
Cliv_1.0	scaffold359	NW_004973512.1	KB375627.1	GPS_001989421.1
Cliv_1.0	scaffold356	NW_004973513.1	KB375628.1	GPS_001989422.1
Cliv_1.0	scaffold361	NW_004973514.1	KB375629.1	GPS_001989423.1
Cliv_1.0	scaffold358	NW_004973515.1	KB375630.1	GPS_001989424.1
Cliv_1.0	scaffold365	NW_004973516.1	KB375631.1	GPS_001989425.1
Cliv_1.0	scaffold283	NW_004973517.1	KB375632.1	GPS_001989426.1
Cliv_1.0	scaffold335	NW_004973518.1	KB375633.1	GPS_001989427.1
Cliv_1.0	scaffold327	NW_004973519.1	KB375634.1	GPS_001989428.1
Cliv_1.0	scaffold364	NW_004973520.1	KB375635.1	GPS_001989429.1
Cliv_1.0	scaffold368	NW_004973521.1	KB375636.1	GPS_001989430.1
Cliv_1.0	scaffold362	NW_004973522.1	KB375637.1	GPS_001989431.1
Cliv_1.0	scaffold329	NW_004973523.1	KB375638.1	GPS_001989432.1
Cliv_1.0	scaffold357	NW_004973524.1	KB375639.1	GPS_001989433.1
Cliv_1.0	scaffold374	NW_004973525.1	KB375640.1	GPS_001989434.1
Cliv_1.0	scaffold346	NW_004973526.1	KB375641.1	GPS_001989435.1
Cliv_1.0	scaffold351	NW_004973527.1	KB375642.1	GPS_001989436.1
Cliv_1.0	scaffold377	NW_004973528.1	KB375643.1	GPS_001989437.1
Cliv_1.0	scaffold372	NW_004973529.1	KB375644.1	GPS_001989438.1
Cliv_1.0	scaffold370	NW_004973530.1	KB375645.1	GPS_001989439.1
Cliv_1.0	scaffold373	NW_004973531.1	KB375646.1	GPS_001989440.1
Cliv_1.0	scaffold371	NW_004973532.1	KB375647.1	GPS_001989441.1
Cliv_1.0	scaffold382	NW_004973533.1	KB375648.1	GPS_001989442.1
Cliv_1.0	scaffold376	NW_004973534.1	KB375649.1	GPS_001989443.1
Cliv_1.0	scaffold341	NW_004973535.1	KB375650.1	GPS_001989444.1
Cliv_1.0	scaffold367	NW_004973536.1	KB375651.1	GPS_001989445.1
Cliv_1.0	scaffold320	NW_004973537.1	KB375652.1	GPS_001989446.1
Cliv_1.0	scaffold385	NW_004973538.1	KB375653.1	GPS_001989447.1
Cliv_1.0	scaffold388	NW_004973539.1	KB375654.1	GPS_001989448.1
Cliv_1.0	scaffold387	NW_004973540.1	KB375655.1	GPS_001989449.1
Cliv_1.0	scaffold381	NW_004973541.1	KB375656.1	GPS_001989450.1
Cliv_1.0	scaffold369	NW_004973542.1	KB375657.1	GPS_001989451.1
Cliv_1.0	scaffold390	NW_004973543.1	KB375658.1	GPS_001989452.1
Cliv_1.0	scaffold393	NW_004973544.1	KB375659.1	GPS_001989453.1
Cliv_1.0	scaffold384	NW_004973545.1	KB375660.1	GPS_001989454.1
Cliv_1.0	scaffold386	NW_004973546.1	KB375661.1	GPS_001989455.1
Cliv_1.0	scaffold396	NW_004973547.1	KB375662.1	GPS_001989456.1
Cliv_1.0	scaffold394	NW_004973548.1	KB375663.1	GPS_001989457.1
Cliv_1.0	scaffold375	NW_004973549.1	KB375664.1	GPS_001989458.1
Cliv_1.0	scaffold398	NW_004973550.1	KB375665.1	GPS_001989459.1
Cliv_1.0	scaffold400	NW_004973551.1	KB375666.1	GPS_001989460.1
Cliv_1.0	scaffold363	NW_004973552.1	KB375667.1	GPS_001989461.1
Cliv_1.0	scaffold395	NW_004973553.1	KB375668.1	GPS_001989462.1
Cliv_1.0	scaffold378	NW_004973554.1	KB375669.1	GPS_001989463.1
Cliv_1.0	scaffold399	NW_004973555.1	KB375670.1	GPS_001989464.1
Cliv_1.0	scaffold406	NW_004973556.1	KB375671.1	GPS_001989465.1
Cliv_1.0	scaffold383	NW_004973557.1	KB375672.1	GPS_001989466.1
Cliv_1.0	scaffold392	NW_004973558.1	KB375673.1	GPS_001989467.1
Cliv_1.0	scaffold405	NW_004973559.1	KB375674.1	GPS_001989468.1
Cliv_1.0	scaffold407	NW_004973560.1	KB375675.1	GPS_001989469.1
Cliv_1.0	scaffold404	NW_004973561.1	KB375676.1	GPS_001989470.1
Cliv_1.0	scaffold408	NW_004973562.1	KB375677.1	GPS_001989471.1
Cliv_1.0	scaffold411	NW_004973563.1	KB375678.1	GPS_001989472.1
Cliv_1.0	scaffold414	NW_004973564.1	KB375679.1	GPS_001989473.1
Cliv_1.0	scaffold410	NW_004973565.1	KB375680.1	GPS_001989474.1
Cliv_1.0	scaffold389	NW_004973566.1	KB375681.1	GPS_001989475.1
Cliv_1.0	scaffold417	NW_004973567.1	KB375682.1	GPS_001989476.1
Cliv_1.0	scaffold412	NW_004973568.1	KB375683.1	GPS_001989477.1
Cliv_1.0	scaffold391	NW_004973569.1	KB375684.1	GPS_001989478.1
Cliv_1.0	scaffold420	NW_004973570.1	KB375685.1	GPS_001989479.1
Cliv_1.0	scaffold421	NW_004973571.1	KB375686.1	GPS_001989480.1
Cliv_1.0	scaffold422	NW_004973572.1	KB375687.1	GPS_001989481.1
Cliv_1.0	scaffold416	NW_004973573.1	KB375688.1	GPS_001989482.1
Cliv_1.0	scaffold424	NW_004973574.1	KB375689.1	GPS_001989483.1
Cliv_1.0	scaffold402	NW_004973575.1	KB375690.1	GPS_001989484.1
Cliv_1.0	scaffold418	NW_004973576.1	KB375691.1	GPS_001989485.1
Cliv_1.0	scaffold401	NW_004973577.1	KB375692.1	GPS_001989486.1
Cliv_1.0	scaffold426	NW_004973578.1	KB375693.1	GPS_001989487.1
Cliv_1.0	scaffold423	NW_004973579.1	KB375694.1	GPS_001989488.1
Cliv_1.0	scaffold430	NW_004973580.1	KB375695.1	GPS_001989489.1
Cliv_1.0	scaffold425	NW_004973581.1	KB375696.1	GPS_001989490.1
Cliv_1.0	scaffold379	NW_004973582.1	KB375697.1	GPS_001989491.1
Cliv_1.0	scaffold433	NW_004973583.1	KB375698.1	GPS_001989492.1
Cliv_1.0	scaffold431	NW_004973584.1	KB375699.1	GPS_001989493.1
Cliv_1.0	scaffold428	NW_004973585.1	KB375700.1	GPS_001989494.1
Cliv_1.0	scaffold415	NW_004973586.1	KB375701.1	GPS_001989495.1
Cliv_1.0	scaffold434	NW_004973587.1	KB375702.1	GPS_001989496.1
Cliv_1.0	scaffold438	NW_004973588.1	KB375703.1	GPS_001989497.1
Cliv_1.0	scaffold380	NW_004973589.1	KB375704.1	GPS_001989498.1
Cliv_1.0	scaffold432	NW_004973590.1	KB375705.1	GPS_001989499.1
Cliv_1.0	scaffold441	NW_004973591.1	KB375706.1	GPS_001989500.1
Cliv_1.0	scaffold437	NW_004973592.1	KB375707.1	GPS_001989501.1
Cliv_1.0	scaffold440	NW_004973593.1	KB375708.1	GPS_001989502.1
Cliv_1.0	scaffold435	NW_004973594.1	KB375709.1	GPS_001989503.1
Cliv_1.0	scaffold436	NW_004973595.1	KB375710.1	GPS_001989504.1
Cliv_1.0	scaffold444	NW_004973596.1	KB375711.1	GPS_001989505.1
Cliv_1.0	scaffold447	NW_004973597.1	KB375712.1	GPS_001989506.1
Cliv_1.0	scaffold413	NW_004973598.1	KB375713.1	GPS_001989507.1
Cliv_1.0	scaffold448	NW_004973599.1	KB375714.1	GPS_001989508.1
Cliv_1.0	scaffold409	NW_004973600.1	KB375715.1	GPS_001989509.1
Cliv_1.0	scaffold443	NW_004973601.1	KB375716.1	GPS_001989510.1
Cliv_1.0	scaffold403	NW_004973602.1	KB375717.1	GPS_001989511.1
Cliv_1.0	scaffold453	NW_004973603.1	KB375718.1	GPS_001989512.1
Cliv_1.0	scaffold449	NW_004973604.1	KB375719.1	GPS_001989513.1
Cliv_1.0	scaffold455	NW_004973605.1	KB375720.1	GPS_001989514.1
Cliv_1.0	scaffold442	NW_004973606.1	KB375721.1	GPS_001989515.1
Cliv_1.0	scaffold427	NW_004973607.1	KB375722.1	GPS_001989516.1
Cliv_1.0	scaffold457	NW_004973608.1	KB375723.1	GPS_001989517.1
Cliv_1.0	scaffold429	NW_004973609.1	KB375724.1	GPS_001989518.1
Cliv_1.0	scaffold460	NW_004973610.1	KB375725.1	GPS_001989519.1
Cliv_1.0	scaffold451	NW_004973611.1	KB375726.1	GPS_001989520.1
Cliv_1.0	scaffold462	NW_004973612.1	KB375727.1	GPS_001989521.1
Cliv_1.0	scaffold463	NW_004973613.1	KB375728.1	GPS_001989522.1
Cliv_1.0	scaffold439	NW_004973614.1	KB375729.1	GPS_001989523.1
Cliv_1.0	scaffold464	NW_004973615.1	KB375730.1	GPS_001989524.1
Cliv_1.0	scaffold465	NW_004973616.1	KB375731.1	GPS_001989525.1
Cliv_1.0	scaffold459	NW_004973617.1	KB375732.1	GPS_001989526.1
Cliv_1.0	scaffold467	NW_004973618.1	KB375733.1	GPS_001989527.1
Cliv_1.0	scaffold454	NW_004973619.1	KB375734.1	GPS_001989528.1
Cliv_1.0	scaffold469	NW_004973620.1	KB375735.1	GPS_001989529.1
Cliv_1.0	scaffold458	NW_004973621.1	KB375736.1	GPS_001989530.1
Cliv_1.0	scaffold446	NW_004973622.1	KB375737.1	GPS_001989531.1
Cliv_1.0	scaffold445	NW_004973623.1	KB375738.1	GPS_001989532.1
Cliv_1.0	scaffold471	NW_004973624.1	KB375739.1	GPS_001989533.1
Cliv_1.0	scaffold475	NW_004973625.1	KB375740.1	GPS_001989534.1
Cliv_1.0	scaffold477	NW_004973626.1	KB375741.1	GPS_001989535.1
Cliv_1.0	scaffold476	NW_004973627.1	KB375742.1	GPS_001989536.1
Cliv_1.0	scaffold472	NW_004973628.1	KB375743.1	GPS_001989537.1
Cliv_1.0	scaffold480	NW_004973629.1	KB375744.1	GPS_001989538.1
Cliv_1.0	scaffold456	NW_004973630.1	KB375745.1	GPS_001989539.1
Cliv_1.0	scaffold473	NW_004973631.1	KB375746.1	GPS_001989540.1
Cliv_1.0	scaffold482	NW_004973632.1	KB375747.1	GPS_001989541.1
Cliv_1.0	scaffold466	NW_004973633.1	KB375748.1	GPS_001989542.1
Cliv_1.0	scaffold485	NW_004973634.1	KB375749.1	GPS_001989543.1
Cliv_1.0	scaffold484	NW_004973635.1	KB375750.1	GPS_001989544.1
Cliv_1.0	scaffold481	NW_004973636.1	KB375751.1	GPS_001989545.1
Cliv_1.0	scaffold450	NW_004973637.1	KB375752.1	GPS_001989546.1
Cliv_1.0	scaffold489	NW_004973638.1	KB375753.1	GPS_001989547.1
Cliv_1.0	scaffold487	NW_004973639.1	KB375754.1	GPS_001989548.1
Cliv_1.0	scaffold478	NW_004973640.1	KB375755.1	GPS_001989549.1
Cliv_1.0	scaffold488	NW_004973641.1	KB375756.1	GPS_001989550.1
Cliv_1.0	scaffold490	NW_004973642.1	KB375757.1	GPS_001989551.1
Cliv_1.0	scaffold470	NW_004973643.1	KB375758.1	GPS_001989552.1
Cliv_1.0	scaffold494	NW_004973644.1	KB375759.1	GPS_001989553.1
Cliv_1.0	scaffold496	NW_004973645.1	KB375760.1	GPS_001989554.1
Cliv_1.0	scaffold461	NW_004973646.1	KB375761.1	GPS_001989555.1
Cliv_1.0	scaffold492	NW_004973647.1	KB375762.1	GPS_001989556.1
Cliv_1.0	scaffold499	NW_004973648.1	KB375763.1	GPS_001989557.1
Cliv_1.0	scaffold500	NW_004973649.1	KB375764.1	GPS_001989558.1
Cliv_1.0	scaffold491	NW_004973650.1	KB375765.1	GPS_001989559.1
Cliv_1.0	scaffold502	NW_004973651.1	KB375766.1	GPS_001989560.1
Cliv_1.0	scaffold498	NW_004973652.1	KB375767.1	GPS_001989561.1
Cliv_1.0	scaffold419	NW_004973653.1	KB375768.1	GPS_001989562.1
Cliv_1.0	scaffold505	NW_004973654.1	KB375769.1	GPS_001989563.1
Cliv_1.0	scaffold483	NW_004973655.1	KB375770.1	GPS_001989564.1
Cliv_1.0	scaffold507	NW_004973656.1	KB375771.1	GPS_001989565.1
Cliv_1.0	scaffold497	NW_004973657.1	KB375772.1	GPS_001989566.1
Cliv_1.0	scaffold509	NW_004973658.1	KB375773.1	GPS_001989567.1
Cliv_1.0	scaffold479	NW_004973659.1	KB375774.1	GPS_001989568.1
Cliv_1.0	scaffold511	NW_004973660.1	KB375775.1	GPS_001989569.1
Cliv_1.0	scaffold512	NW_004973661.1	KB375776.1	GPS_001989570.1
Cliv_1.0	scaffold495	NW_004973662.1	KB375777.1	GPS_001989571.1
Cliv_1.0	scaffold508	NW_004973663.1	KB375778.1	GPS_001989572.1
Cliv_1.0	scaffold515	NW_004973664.1	KB375779.1	GPS_001989573.1
Cliv_1.0	scaffold516	NW_004973665.1	KB375780.1	GPS_001989574.1
Cliv_1.0	scaffold452	NW_004973666.1	KB375781.1	GPS_001989575.1
Cliv_1.0	scaffold518	NW_004973667.1	KB375782.1	GPS_001989576.1
Cliv_1.0	scaffold486	NW_004973668.1	KB375783.1	GPS_001989577.1
Cliv_1.0	scaffold520	NW_004973669.1	KB375784.1	GPS_001989578.1
Cliv_1.0	scaffold519	NW_004973670.1	KB375785.1	GPS_001989579.1
Cliv_1.0	scaffold522	NW_004973671.1	KB375786.1	GPS_001989580.1
Cliv_1.0	scaffold521	NW_004973672.1	KB375787.1	GPS_001989581.1
Cliv_1.0	scaffold504	NW_004973673.1	KB375788.1	GPS_001989582.1
Cliv_1.0	scaffold525	NW_004973674.1	KB375789.1	GPS_001989583.1
Cliv_1.0	scaffold513	NW_004973675.1	KB375790.1	GPS_001989584.1
Cliv_1.0	scaffold523	NW_004973676.1	KB375791.1	GPS_001989585.1
Cliv_1.0	scaffold527	NW_004973677.1	KB375792.1	GPS_001989586.1
Cliv_1.0	scaffold503	NW_004973678.1	KB375793.1	GPS_001989587.1
Cliv_1.0	scaffold529	NW_004973679.1	KB375794.1	GPS_001989588.1
Cliv_1.0	scaffold506	NW_004973680.1	KB375795.1	GPS_001989589.1
Cliv_1.0	scaffold501	NW_004973681.1	KB375796.1	GPS_001989590.1
Cliv_1.0	scaffold526	NW_004973682.1	KB375797.1	GPS_001989591.1
Cliv_1.0	scaffold528	NW_004973683.1	KB375798.1	GPS_001989592.1
Cliv_1.0	scaffold532	NW_004973684.1	KB375799.1	GPS_001989593.1
Cliv_1.0	scaffold530	NW_004973685.1	KB375800.1	GPS_001989594.1
Cliv_1.0	scaffold537	NW_004973686.1	KB375801.1	GPS_001989595.1
Cliv_1.0	scaffold514	NW_004973687.1	KB375802.1	GPS_001989596.1
Cliv_1.0	scaffold533	NW_004973688.1	KB375803.1	GPS_001989597.1
Cliv_1.0	scaffold101	NW_004973689.1	KB375804.1	GPS_001989598.1
Cliv_1.0	scaffold541	NW_004973690.1	KB375805.1	GPS_001989599.1
Cliv_1.0	scaffold539	NW_004973691.1	KB375806.1	GPS_001989600.1
Cliv_1.0	scaffold531	NW_004973692.1	KB375807.1	GPS_001989601.1
Cliv_1.0	scaffold543	NW_004973693.1	KB375808.1	GPS_001989602.1
Cliv_1.0	scaffold545	NW_004973694.1	KB375809.1	GPS_001989603.1
Cliv_1.0	scaffold536	NW_004973695.1	KB375810.1	GPS_001989604.1
Cliv_1.0	scaffold540	NW_004973696.1	KB375811.1	GPS_001989605.1
Cliv_1.0	scaffold548	NW_004973697.1	KB375812.1	GPS_001989606.1
Cliv_1.0	scaffold544	NW_004973698.1	KB375813.1	GPS_001989607.1
Cliv_1.0	scaffold546	NW_004973699.1	KB375814.1	GPS_001989608.1
Cliv_1.0	scaffold534	NW_004973700.1	KB375815.1	GPS_001989609.1
Cliv_1.0	scaffold551	NW_004973701.1	KB375816.1	GPS_001989610.1
Cliv_1.0	scaffold553	NW_004973702.1	KB375817.1	GPS_001989611.1
Cliv_1.0	scaffold554	NW_004973703.1	KB375818.1	GPS_001989612.1
Cliv_1.0	scaffold555	NW_004973704.1	KB375819.1	GPS_001989613.1
Cliv_1.0	scaffold556	NW_004973705.1	KB375820.1	GPS_001989614.1
Cliv_1.0	scaffold549	NW_004973706.1	KB375821.1	GPS_001989615.1
Cliv_1.0	scaffold510	NW_004973707.1	KB375822.1	GPS_001989616.1
Cliv_1.0	scaffold559	NW_004973708.1	KB375823.1	GPS_001989617.1
Cliv_1.0	scaffold560	NW_004973709.1	KB375824.1	GPS_001989618.1
Cliv_1.0	scaffold561	NW_004973710.1	KB375825.1	GPS_001989619.1
Cliv_1.0	scaffold562	NW_004973711.1	KB375826.1	GPS_001989620.1
Cliv_1.0	scaffold535	NW_004973712.1	KB375827.1	GPS_001989621.1
Cliv_1.0	scaffold468	NW_004973713.1	KB375828.1	GPS_001989622.1
Cliv_1.0	scaffold563	NW_004973714.1	KB375829.1	GPS_001989623.1
Cliv_1.0	scaffold566	NW_004973715.1	KB375830.1	GPS_001989624.1
Cliv_1.0	scaffold567	NW_004973716.1	KB375831.1	GPS_001989625.1
Cliv_1.0	scaffold557	NW_004973717.1	KB375832.1	GPS_001989626.1
Cliv_1.0	scaffold538	NW_004973718.1	KB375833.1	GPS_001989627.1
Cliv_1.0	scaffold552	NW_004973719.1	KB375834.1	GPS_001989628.1
Cliv_1.0	scaffold569	NW_004973720.1	KB375835.1	GPS_001989629.1
Cliv_1.0	scaffold572	NW_004973721.1	KB375836.1	GPS_001989630.1
Cliv_1.0	scaffold573	NW_004973722.1	KB375837.1	GPS_001989631.1
Cliv_1.0	scaffold571	NW_004973723.1	KB375838.1	GPS_001989632.1
Cliv_1.0	scaffold524	NW_004973724.1	KB375839.1	GPS_001989633.1
Cliv_1.0	scaffold576	NW_004973725.1	KB375840.1	GPS_001989634.1
Cliv_1.0	scaffold568	NW_004973726.1	KB375841.1	GPS_001989635.1
Cliv_1.0	scaffold570	NW_004973727.1	KB375842.1	GPS_001989636.1
Cliv_1.0	scaffold579	NW_004973728.1	KB375843.1	GPS_001989637.1
Cliv_1.0	scaffold575	NW_004973729.1	KB375844.1	GPS_001989638.1
Cliv_1.0	scaffold550	NW_004973730.1	KB375845.1	GPS_001989639.1
Cliv_1.0	scaffold578	NW_004973731.1	KB375846.1	GPS_001989640.1
Cliv_1.0	scaffold577	NW_004973732.1	KB375847.1	GPS_001989641.1
Cliv_1.0	scaffold583	NW_004973733.1	KB375848.1	GPS_001989642.1
Cliv_1.0	scaffold581	NW_004973734.1	KB375849.1	GPS_001989643.1
Cliv_1.0	scaffold586	NW_004973735.1	KB375850.1	GPS_001989644.1
Cliv_1.0	scaffold587	NW_004973736.1	KB375851.1	GPS_001989645.1
Cliv_1.0	scaffold582	NW_004973737.1	KB375852.1	GPS_001989646.1
Cliv_1.0	scaffold564	NW_004973738.1	KB375853.1	GPS_001989647.1
Cliv_1.0	scaffold547	NW_004973739.1	KB375854.1	GPS_001989648.1
Cliv_1.0	scaffold580	NW_004973740.1	KB375855.1	GPS_001989649.1
Cliv_1.0	scaffold592	NW_004973741.1	KB375856.1	GPS_001989650.1
Cliv_1.0	scaffold591	NW_004973742.1	KB375857.1	GPS_001989651.1
Cliv_1.0	scaffold594	NW_004973743.1	KB375858.1	GPS_001989652.1
Cliv_1.0	scaffold588	NW_004973744.1	KB375859.1	GPS_001989653.1
Cliv_1.0	scaffold542	NW_004973745.1	KB375860.1	GPS_001989654.1
Cliv_1.0	scaffold584	NW_004973746.1	KB375861.1	GPS_001989655.1
Cliv_1.0	scaffold598	NW_004973747.1	KB375862.1	GPS_001989656.1
Cliv_1.0	scaffold574	NW_004973748.1	KB375863.1	GPS_001989657.1
Cliv_1.0	scaffold600	NW_004973749.1	KB375864.1	GPS_001989658.1
Cliv_1.0	scaffold601	NW_004973750.1	KB375865.1	GPS_001989659.1
Cliv_1.0	scaffold597	NW_004973751.1	KB375866.1	GPS_001989660.1
Cliv_1.0	scaffold596	NW_004973752.1	KB375867.1	GPS_001989661.1
Cliv_1.0	scaffold590	NW_004973753.1	KB375868.1	GPS_001989662.1
Cliv_1.0	scaffold558	NW_004973754.1	KB375869.1	GPS_001989663.1
Cliv_1.0	scaffold366	NW_004973755.1	KB375870.1	GPS_001989664.1
Cliv_1.0	scaffold607	NW_004973756.1	KB375871.1	GPS_001989665.1
Cliv_1.0	scaffold606	NW_004973757.1	KB375872.1	GPS_001989666.1
Cliv_1.0	scaffold605	NW_004973758.1	KB375873.1	GPS_001989667.1
Cliv_1.0	scaffold593	NW_004973759.1	KB375874.1	GPS_001989668.1
Cliv_1.0	scaffold517	NW_004973760.1	KB375875.1	GPS_001989669.1
Cliv_1.0	scaffold611	NW_004973761.1	KB375876.1	GPS_001989670.1
Cliv_1.0	scaffold585	NW_004973762.1	KB375877.1	GPS_001989671.1
Cliv_1.0	scaffold613	NW_004973763.1	KB375878.1	GPS_001989672.1
Cliv_1.0	scaffold609	NW_004973764.1	KB375879.1	GPS_001989673.1
Cliv_1.0	scaffold616	NW_004973765.1	KB375880.1	GPS_001989674.1
Cliv_1.0	scaffold595	NW_004973766.1	KB375881.1	GPS_001989675.1
Cliv_1.0	scaffold617	NW_004973767.1	KB375882.1	GPS_001989676.1
Cliv_1.0	scaffold619	NW_004973768.1	KB375883.1	GPS_001989677.1
Cliv_1.0	scaffold614	NW_004973769.1	KB375884.1	GPS_001989678.1
Cliv_1.0	scaffold604	NW_004973770.1	KB375885.1	GPS_001989679.1
Cliv_1.0	scaffold621	NW_004973771.1	KB375886.1	GPS_001989680.1
Cliv_1.0	scaffold623	NW_004973772.1	KB375887.1	GPS_001989681.1
Cliv_1.0	scaffold620	NW_004973773.1	KB375888.1	GPS_001989682.1
Cliv_1.0	scaffold615	NW_004973774.1	KB375889.1	GPS_001989683.1
Cliv_1.0	scaffold624	NW_004973775.1	KB375890.1	GPS_001989684.1
Cliv_1.0	scaffold589	NW_004973776.1	KB375891.1	GPS_001989685.1
Cliv_1.0	scaffold622	NW_004973777.1	KB375892.1	GPS_001989686.1
Cliv_1.0	scaffold629	NW_004973778.1	KB375893.1	GPS_001989687.1
Cliv_1.0	scaffold631	NW_004973779.1	KB375894.1	GPS_001989688.1
Cliv_1.0	scaffold632	NW_004973780.1	KB375895.1	GPS_001989689.1
Cliv_1.0	scaffold603	NW_004973781.1	KB375896.1	GPS_001989690.1
Cliv_1.0	scaffold625	NW_004973782.1	KB375897.1	GPS_001989691.1
Cliv_1.0	scaffold612	NW_004973783.1	KB375898.1	GPS_001989692.1
Cliv_1.0	scaffold635	NW_004973784.1	KB375899.1	GPS_001989693.1
Cliv_1.0	scaffold637	NW_004973785.1	KB375900.1	GPS_001989694.1
Cliv_1.0	scaffold634	NW_004973786.1	KB375901.1	GPS_001989695.1
Cliv_1.0	scaffold639	NW_004973787.1	KB375902.1	GPS_001989696.1
Cliv_1.0	scaffold640	NW_004973788.1	KB375903.1	GPS_001989697.1
Cliv_1.0	scaffold638	NW_004973789.1	KB375904.1	GPS_001989698.1
Cliv_1.0	scaffold636	NW_004973790.1	KB375905.1	GPS_001989699.1
Cliv_1.0	scaffold633	NW_004973791.1	KB375906.1	GPS_001989700.1
Cliv_1.0	scaffold493	NW_004973792.1	KB375907.1	GPS_001989701.1
Cliv_1.0	scaffold644	NW_004973793.1	KB375908.1	GPS_001989702.1
Cliv_1.0	scaffold646	NW_004973794.1	KB375909.1	GPS_001989703.1
Cliv_1.0	scaffold618	NW_004973795.1	KB375910.1	GPS_001989704.1
Cliv_1.0	scaffold648	NW_004973796.1	KB375911.1	GPS_001989705.1
Cliv_1.0	scaffold649	NW_004973797.1	KB375912.1	GPS_001989706.1
Cliv_1.0	scaffold650	NW_004973798.1	KB375913.1	GPS_001989707.1
Cliv_1.0	scaffold641	NW_004973799.1	KB375914.1	GPS_001989708.1
Cliv_1.0	scaffold652	NW_004973800.1	KB375915.1	GPS_001989709.1
Cliv_1.0	scaffold653	NW_004973801.1	KB375916.1	GPS_001989710.1
Cliv_1.0	scaffold654	NW_004973802.1	KB375917.1	GPS_001989711.1
Cliv_1.0	scaffold655	NW_004973803.1	KB375918.1	GPS_001989712.1
Cliv_1.0	scaffold656	NW_004973804.1	KB375919.1	GPS_001989713.1
Cliv_1.0	scaffold657	NW_004973805.1	KB375920.1	GPS_001989714.1
Cliv_1.0	scaffold602	NW_004973806.1	KB375921.1	GPS_001989715.1
Cliv_1.0	scaffold659	NW_004973807.1	KB375922.1	GPS_001989716.1
Cliv_1.0	scaffold658	NW_004973808.1	KB375923.1	GPS_001989717.1
Cliv_1.0	scaffold565	NW_004973809.1	KB375924.1	GPS_001989718.1
Cliv_1.0	scaffold662	NW_004973810.1	KB375925.1	GPS_001989719.1
Cliv_1.0	scaffold663	NW_004973811.1	KB375926.1	GPS_001989720.1
Cliv_1.0	scaffold664	NW_004973812.1	KB375927.1	GPS_001989721.1
Cliv_1.0	scaffold660	NW_004973813.1	KB375928.1	GPS_001989722.1
Cliv_1.0	scaffold667	NW_004973814.1	KB375929.1	GPS_001989723.1
Cliv_1.0	scaffold668	NW_004973815.1	KB375930.1	GPS_001989724.1
Cliv_1.0	scaffold627	NW_004973816.1	KB375931.1	GPS_001989725.1
Cliv_1.0	scaffold608	NW_004973817.1	KB375932.1	GPS_001989726.1
Cliv_1.0	scaffold669	NW_004973818.1	KB375933.1	GPS_001989727.1
Cliv_1.0	scaffold672	NW_004973819.1	KB375934.1	GPS_001989728.1
Cliv_1.0	scaffold673	NW_004973820.1	KB375935.1	GPS_001989729.1
Cliv_1.0	scaffold674	NW_004973821.1	KB375936.1	GPS_001989730.1
Cliv_1.0	scaffold670	NW_004973822.1	KB375937.1	GPS_001989731.1
Cliv_1.0	scaffold675	NW_004973823.1	KB375938.1	GPS_001989732.1
Cliv_1.0	scaffold651	NW_004973824.1	KB375939.1	GPS_001989733.1
Cliv_1.0	scaffold678	NW_004973825.1	KB375940.1	GPS_001989734.1
Cliv_1.0	scaffold676	NW_004973826.1	KB375941.1	GPS_001989735.1
Cliv_1.0	scaffold680	NW_004973827.1	KB375942.1	GPS_001989736.1
Cliv_1.0	scaffold677	NW_004973828.1	KB375943.1	GPS_001989737.1
Cliv_1.0	scaffold610	NW_004973829.1	KB375944.1	GPS_001989738.1
Cliv_1.0	scaffold682	NW_004973830.1	KB375945.1	GPS_001989739.1
Cliv_1.0	scaffold661	NW_004973831.1	KB375946.1	GPS_001989740.1
Cliv_1.0	scaffold681	NW_004973832.1	KB375947.1	GPS_001989741.1
Cliv_1.0	scaffold645	NW_004973833.1	KB375948.1	GPS_001989742.1
Cliv_1.0	scaffold683	NW_004973834.1	KB375949.1	GPS_001989743.1
Cliv_1.0	scaffold665	NW_004973835.1	KB375950.1	GPS_001989744.1
Cliv_1.0	scaffold689	NW_004973836.1	KB375951.1	GPS_001989745.1
Cliv_1.0	scaffold684	NW_004973837.1	KB375952.1	GPS_001989746.1
Cliv_1.0	scaffold688	NW_004973838.1	KB375953.1	GPS_001989747.1
Cliv_1.0	scaffold671	NW_004973839.1	KB375954.1	GPS_001989748.1
Cliv_1.0	scaffold647	NW_004973840.1	KB375955.1	GPS_001989749.1
Cliv_1.0	scaffold695	NW_004973841.1	KB375956.1	GPS_001989750.1
Cliv_1.0	scaffold687	NW_004973842.1	KB375957.1	GPS_001989751.1
Cliv_1.0	scaffold697	NW_004973843.1	KB375958.1	GPS_001989752.1
Cliv_1.0	scaffold690	NW_004973844.1	KB375959.1	GPS_001989753.1
Cliv_1.0	scaffold696	NW_004973845.1	KB375960.1	GPS_001989754.1
Cliv_1.0	scaffold701	NW_004973846.1	KB375961.1	GPS_001989755.1
Cliv_1.0	scaffold642	NW_004973847.1	KB375962.1	GPS_001989756.1
Cliv_1.0	scaffold599	NW_004973848.1	KB375963.1	GPS_001989757.1
Cliv_1.0	scaffold691	NW_004973849.1	KB375964.1	GPS_001989758.1
